"Volunteer" "Activity" "Variable" "Average"
"5142" "8" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagMean" 0.301626757315789
"5143" "8" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagStd" -0.156141093578947
"5144" "8" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagMean" 0.331528459921053
"5145" "8" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagStd" 0.134734731236842
"5146" "8" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagMean" -0.00036272967368421
"5147" "8" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagStd" -0.255590314210526
"5148" "8" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagMean" -0.125179586744737
"5149" "8" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagStd" -0.26298447
"5150" "25" "WALKING_DOWNSTAIRS" "timeBodyaccMeanx" 0.291329666206897
"5151" "25" "WALKING_DOWNSTAIRS" "timeBodyaccMeany" -0.0210170522987931
"5152" "25" "WALKING_DOWNSTAIRS" "timeBodyaccMeanz" -0.107192376965517
"5153" "25" "WALKING_DOWNSTAIRS" "timeBodyaccStdx" -0.253756934258621
"5154" "25" "WALKING_DOWNSTAIRS" "timeBodyaccStdy" -0.14054060387069
"5155" "25" "WALKING_DOWNSTAIRS" "timeBodyaccStdz" -0.457972381896552
"5156" "25" "WALKING_DOWNSTAIRS" "timeGravityaccMeanx" 0.929627532241379
"5157" "25" "WALKING_DOWNSTAIRS" "timeGravityaccMeany" -0.0724270175862069
"5158" "25" "WALKING_DOWNSTAIRS" "timeGravityaccMeanz" 0.21879595837931
"5159" "25" "WALKING_DOWNSTAIRS" "timeGravityaccStdx" -0.964470066724138
"5160" "25" "WALKING_DOWNSTAIRS" "timeGravityaccStdy" -0.937816011034483
"5161" "25" "WALKING_DOWNSTAIRS" "timeGravityaccStdz" -0.92619169637931
"5162" "25" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanx" 0.110656929396552
"5163" "25" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeany" -0.0195416626931035
"5164" "25" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanz" -0.0113348791672414
"5165" "25" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdx" -0.501968387931034
"5166" "25" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdy" -0.371661522413793
"5167" "25" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdz" -0.711494695517241
"5168" "25" "WALKING_DOWNSTAIRS" "timeBodygyroMeanx" 0.00299112856551724
"5169" "25" "WALKING_DOWNSTAIRS" "timeBodygyroMeany" -0.101115076366897
"5170" "25" "WALKING_DOWNSTAIRS" "timeBodygyroMeanz" 0.0980750249310345
"5171" "25" "WALKING_DOWNSTAIRS" "timeBodygyroStdx" -0.288824754586207
"5172" "25" "WALKING_DOWNSTAIRS" "timeBodygyroStdy" -0.523377914655172
"5173" "25" "WALKING_DOWNSTAIRS" "timeBodygyroStdz" -0.443780454482759
"5174" "25" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeanx" -0.127952445399655
"5175" "25" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeany" -0.0415203345874138
"5176" "25" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeanz" -0.0642078122381035
"5177" "25" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdx" -0.430134387586207
"5178" "25" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdy" -0.810444542413793
"5179" "25" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdz" -0.599481997931035
"5180" "25" "WALKING_DOWNSTAIRS" "timeBodyaccmagMean" -0.22010859462069
"5181" "25" "WALKING_DOWNSTAIRS" "timeBodyaccmagStd" -0.259465249913793
"5182" "25" "WALKING_DOWNSTAIRS" "timeGravityaccmagMean" -0.22010859462069
"5183" "25" "WALKING_DOWNSTAIRS" "timeGravityaccmagStd" -0.259465249913793
"5184" "25" "WALKING_DOWNSTAIRS" "timeBodyaccjerkmagMean" -0.50048333137931
"5185" "25" "WALKING_DOWNSTAIRS" "timeBodyaccjerkmagStd" -0.482976929827586
"5186" "25" "WALKING_DOWNSTAIRS" "timeBodygyromagMean" -0.216082565601724
"5187" "25" "WALKING_DOWNSTAIRS" "timeBodygyromagStd" -0.38216092137931
"5188" "25" "WALKING_DOWNSTAIRS" "timeBodygyrojerkmagMean" -0.664713625172414
"5189" "25" "WALKING_DOWNSTAIRS" "timeBodygyrojerkmagStd" -0.67960595137931
"5190" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeanx" -0.372245192931034
"5191" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeany" -0.196381053741379
"5192" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeanz" -0.556097089137931
"5193" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdx" -0.213028874331034
"5194" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdy" -0.166842375587931
"5195" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdz" -0.449465441724138
"5196" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeanx" -0.525789450689655
"5197" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeany" -0.415699643793103
"5198" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeanz" -0.686843959310345
"5199" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdx" -0.522153341034483
"5200" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdy" -0.365719830448276
"5201" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdz" -0.734990064137931
"5202" "25" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeanx" -0.217799723931034
"5203" "25" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeany" -0.632916352241379
"5204" "25" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeanz" -0.410311447586207
"5205" "25" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdx" -0.316252107741379
"5206" "25" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdy" -0.470641125
"5207" "25" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdz" -0.506738306724138
"5208" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagMean" -0.288154787517241
"5209" "25" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagStd" -0.359437080103448
"5210" "25" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagMean" -0.471642111551724
"5211" "25" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagStd" -0.502224768103448
"5212" "25" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagMean" -0.485763582068966
"5213" "25" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagStd" -0.423707329706897
"5214" "25" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagMean" -0.687034281206897
"5215" "25" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagStd" -0.693032409137931
"5216" "16" "WALKING_DOWNSTAIRS" "timeBodyaccMeanx" 0.295586802191489
"5217" "16" "WALKING_DOWNSTAIRS" "timeBodyaccMeany" -0.0183898583787234
"5218" "16" "WALKING_DOWNSTAIRS" "timeBodyaccMeanz" -0.119873705148936
"5219" "16" "WALKING_DOWNSTAIRS" "timeBodyaccStdx" 0.207251997929787
"5220" "16" "WALKING_DOWNSTAIRS" "timeBodyaccStdy" -0.146993837655319
"5221" "16" "WALKING_DOWNSTAIRS" "timeBodyaccStdz" 0.0114353944787234
"5222" "16" "WALKING_DOWNSTAIRS" "timeGravityaccMeanx" 0.917818427021277
"5223" "16" "WALKING_DOWNSTAIRS" "timeGravityaccMeany" -0.0584832676382979
"5224" "16" "WALKING_DOWNSTAIRS" "timeGravityaccMeanz" -0.225382496382979
"5225" "16" "WALKING_DOWNSTAIRS" "timeGravityaccStdx" -0.957785118085106
"5226" "16" "WALKING_DOWNSTAIRS" "timeGravityaccStdy" -0.955487793617021
"5227" "16" "WALKING_DOWNSTAIRS" "timeGravityaccStdz" -0.910588943191489
"5228" "16" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanx" 0.0907857064255319
"5229" "16" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeany" -0.0148114530276596
"5230" "16" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanz" -0.029312256293617
"5231" "16" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdx" -0.101186926595745
"5232" "16" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdy" -0.261684752425532
"5233" "16" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdz" -0.303381582831915
"5234" "16" "WALKING_DOWNSTAIRS" "timeBodygyroMeanx" -0.0225373369978723
"5235" "16" "WALKING_DOWNSTAIRS" "timeBodygyroMeany" -0.068264792706383
"5236" "16" "WALKING_DOWNSTAIRS" "timeBodygyroMeanz" 0.0835380057
"5237" "16" "WALKING_DOWNSTAIRS" "timeBodygyroStdx" -0.45418847106383
"5238" "16" "WALKING_DOWNSTAIRS" "timeBodygyroStdy" -0.528329304680851
"5239" "16" "WALKING_DOWNSTAIRS" "timeBodygyroStdz" -0.444636334893617
"5240" "16" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeanx" -0.103904044543617
"5241" "16" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeany" -0.0567686629753191
"5242" "16" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeanz" -0.0612136932929787
"5243" "16" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdx" -0.623676024255319
"5244" "16" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdy" -0.583421784680851
"5245" "16" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdz" -0.540633469361702
"5246" "16" "WALKING_DOWNSTAIRS" "timeBodyaccmagMean" 0.191079793587447
"5247" "16" "WALKING_DOWNSTAIRS" "timeBodyaccmagStd" 0.119183740638298
"5248" "16" "WALKING_DOWNSTAIRS" "timeGravityaccmagMean" 0.191079793587447
"5249" "16" "WALKING_DOWNSTAIRS" "timeGravityaccmagStd" 0.119183740638298
"5250" "16" "WALKING_DOWNSTAIRS" "timeBodyaccjerkmagMean" -0.165908810808511
"5251" "16" "WALKING_DOWNSTAIRS" "timeBodyaccjerkmagStd" -0.0783498875595745
"5252" "16" "WALKING_DOWNSTAIRS" "timeBodygyromagMean" -0.309820427234043
"5253" "16" "WALKING_DOWNSTAIRS" "timeBodygyromagStd" -0.422315316808511
"5254" "16" "WALKING_DOWNSTAIRS" "timeBodygyrojerkmagMean" -0.590896636382979
"5255" "16" "WALKING_DOWNSTAIRS" "timeBodygyrojerkmagStd" -0.595822214468085
"5256" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeanx" 0.0368263528276596
"5257" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeany" -0.134598352726809
"5258" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeanz" -0.04769426376
"5259" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdx" 0.266115492098298
"5260" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdy" -0.208680587882979
"5261" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdz" -0.0379716239787234
"5262" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeanx" -0.155444882765957
"5263" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeany" -0.289957855489362
"5264" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeanz" -0.241974080021277
"5265" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdx" -0.125682818093191
"5266" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdy" -0.281507406948936
"5267" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdz" -0.36402669587234
"5268" "16" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeanx" -0.420844008625532
"5269" "16" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeany" -0.479512983617021
"5270" "16" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeanz" -0.375000625531915
"5271" "16" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdx" -0.470373498510638
"5272" "16" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdy" -0.565214032765957
"5273" "16" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdz" -0.521100818723404
"5274" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagMean" 0.114032088546809
"5275" "16" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagStd" -0.0534137179170213
"5276" "16" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagMean" -0.0745659082223404
"5277" "16" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagStd" -0.0919623368021277
"5278" "16" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagMean" -0.488253939574468
"5279" "16" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagStd" -0.479939845914894
"5280" "16" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagMean" -0.58966315
"5281" "16" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagStd" -0.633479804680851
"5282" "15" "WALKING_DOWNSTAIRS" "timeBodyaccMeanx" 0.280198851190476
"5283" "15" "WALKING_DOWNSTAIRS" "timeBodyaccMeany" -0.00563047804309524
"5284" "15" "WALKING_DOWNSTAIRS" "timeBodyaccMeanz" -0.110526066428571
"5285" "15" "WALKING_DOWNSTAIRS" "timeBodyaccStdx" 0.406471051190476
"5286" "15" "WALKING_DOWNSTAIRS" "timeBodyaccStdy" 0.186532377428571
"5287" "15" "WALKING_DOWNSTAIRS" "timeBodyaccStdz" -0.281982181666667
"5288" "15" "WALKING_DOWNSTAIRS" "timeGravityaccMeanx" 0.932302200476191
"5289" "15" "WALKING_DOWNSTAIRS" "timeGravityaccMeany" -0.167462317142857
"5290" "15" "WALKING_DOWNSTAIRS" "timeGravityaccMeanz" 0.0788822410992857
"5291" "15" "WALKING_DOWNSTAIRS" "timeGravityaccStdx" -0.942806478333333
"5292" "15" "WALKING_DOWNSTAIRS" "timeGravityaccStdy" -0.925685893571429
"5293" "15" "WALKING_DOWNSTAIRS" "timeGravityaccStdz" -0.93400831
"5294" "15" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanx" 0.0711457160166667
"5295" "15" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeany" 0.01511589985
"5296" "15" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanz" -0.0100212901547619
"5297" "15" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdx" 0.134593836190476
"5298" "15" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdy" 0.0158059210738095
"5299" "15" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdz" -0.404005582309524
"5300" "15" "WALKING_DOWNSTAIRS" "timeBodygyroMeanx" -0.136618653071429
"5301" "15" "WALKING_DOWNSTAIRS" "timeBodygyroMeany" -0.0346755727619048
"5302" "15" "WALKING_DOWNSTAIRS" "timeBodygyroMeanz" 0.0711758197607143
"5303" "15" "WALKING_DOWNSTAIRS" "timeBodygyroStdx" -0.318692525928571
"5304" "15" "WALKING_DOWNSTAIRS" "timeBodygyroStdy" -0.37320816
"5305" "15" "WALKING_DOWNSTAIRS" "timeBodygyroStdz" -0.250648085714286
"5306" "15" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeanx" -0.0482532079928571
"5307" "15" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeany" -0.0495415503071429
"5308" "15" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeanz" -0.0339213064857143
"5309" "15" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdx" -0.455980756428571
"5310" "15" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdy" -0.574964116428571
"5311" "15" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdz" -0.394542240714286
"5312" "15" "WALKING_DOWNSTAIRS" "timeBodyaccmagMean" 0.320449387166667
"5313" "15" "WALKING_DOWNSTAIRS" "timeBodyaccmagStd" 0.353204008095238
"5314" "15" "WALKING_DOWNSTAIRS" "timeGravityaccmagMean" 0.320449387166667
"5315" "15" "WALKING_DOWNSTAIRS" "timeGravityaccmagStd" 0.353204008095238
"5316" "15" "WALKING_DOWNSTAIRS" "timeBodyaccjerkmagMean" -0.0372666071540476
"5317" "15" "WALKING_DOWNSTAIRS" "timeBodyaccjerkmagStd" 0.159631710516667
"5318" "15" "WALKING_DOWNSTAIRS" "timeBodygyromagMean" -0.121686320740476
"5319" "15" "WALKING_DOWNSTAIRS" "timeBodygyromagStd" -0.284249712071429
"5320" "15" "WALKING_DOWNSTAIRS" "timeBodygyrojerkmagMean" -0.509466648095238
"5321" "15" "WALKING_DOWNSTAIRS" "timeBodygyrojerkmagStd" -0.563640131190476
"5322" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeanx" 0.235309825547619
"5323" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeany" 0.167518099964286
"5324" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeanz" -0.259812204547619
"5325" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdx" 0.466325681428571
"5326" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdy" 0.1199936036
"5327" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdz" -0.357407559285714
"5328" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeanx" 0.0619687485333333
"5329" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeany" -0.0269769415214286
"5330" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeanz" -0.345376541261905
"5331" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdx" 0.108062740547619
"5332" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdy" -0.00722860241119048
"5333" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdz" -0.461599141904762
"5334" "15" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeanx" -0.22735956545
"5335" "15" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeany" -0.402332301666667
"5336" "15" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeanz" -0.18319480152381
"5337" "15" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdx" -0.351630000285714
"5338" "15" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdy" -0.360972848571429
"5339" "15" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdz" -0.3436733
"5340" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagMean" 0.331150229285714
"5341" "15" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagStd" 0.153124178119048
"5342" "15" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagMean" 0.158413334683333
"5343" "15" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagStd" 0.1505077506
"5344" "15" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagMean" -0.373898631190476
"5345" "15" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagStd" -0.34938720602381
"5346" "15" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagMean" -0.565396130714286
"5347" "15" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagStd" -0.593472444285714
"5348" "13" "WALKING_DOWNSTAIRS" "timeBodyaccMeanx" 0.294907553404255
"5349" "13" "WALKING_DOWNSTAIRS" "timeBodyaccMeany" -0.0143723839108511
"5350" "13" "WALKING_DOWNSTAIRS" "timeBodyaccMeanz" -0.101993941531915
"5351" "13" "WALKING_DOWNSTAIRS" "timeBodyaccStdx" -0.0681563626617021
"5352" "13" "WALKING_DOWNSTAIRS" "timeBodyaccStdy" -0.03212524665
"5353" "13" "WALKING_DOWNSTAIRS" "timeBodyaccStdz" -0.158333146191489
"5354" "13" "WALKING_DOWNSTAIRS" "timeGravityaccMeanx" 0.941875619787234
"5355" "13" "WALKING_DOWNSTAIRS" "timeGravityaccMeany" -0.211555112553191
"5356" "13" "WALKING_DOWNSTAIRS" "timeGravityaccMeanz" -0.0950820341687234
"5357" "13" "WALKING_DOWNSTAIRS" "timeGravityaccStdx" -0.952643084042553
"5358" "13" "WALKING_DOWNSTAIRS" "timeGravityaccStdy" -0.92854437106383
"5359" "13" "WALKING_DOWNSTAIRS" "timeGravityaccStdz" -0.893962984042553
"5360" "13" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanx" 0.101704538333298
"5361" "13" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeany" -0.00751868156382979
"5362" "13" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanz" -0.0252977670276596
"5363" "13" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdx" -0.0740908045319149
"5364" "13" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdy" -0.149027773519149
"5365" "13" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdz" -0.31704660987234
"5366" "13" "WALKING_DOWNSTAIRS" "timeBodygyroMeanx" -0.122672201757447
"5367" "13" "WALKING_DOWNSTAIRS" "timeBodygyroMeany" -0.0237205719148936
"5368" "13" "WALKING_DOWNSTAIRS" "timeBodygyroMeanz" 0.111284239655957
"5369" "13" "WALKING_DOWNSTAIRS" "timeBodygyroStdx" -0.417014161553191
"5370" "13" "WALKING_DOWNSTAIRS" "timeBodygyroStdy" -0.198848161170213
"5371" "13" "WALKING_DOWNSTAIRS" "timeBodygyroStdz" -0.322774082765957
"5372" "13" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeanx" -0.0647199842553191
"5373" "13" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeany" -0.0669414080765958
"5374" "13" "WALKING_DOWNSTAIRS" "timeBodygyrojerkMeanz" -0.0512020476
"5375" "13" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdx" -0.463736674255319
"5376" "13" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdy" -0.259163248340426
"5377" "13" "WALKING_DOWNSTAIRS" "timeBodygyrojerkStdz" -0.367089485595745
"5378" "13" "WALKING_DOWNSTAIRS" "timeBodyaccmagMean" -0.0294634299553191
"5379" "13" "WALKING_DOWNSTAIRS" "timeBodyaccmagStd" -0.0156098198829787
"5380" "13" "WALKING_DOWNSTAIRS" "timeGravityaccmagMean" -0.0294634299553191
"5381" "13" "WALKING_DOWNSTAIRS" "timeGravityaccmagStd" -0.0156098198829787
"5382" "13" "WALKING_DOWNSTAIRS" "timeBodyaccjerkmagMean" -0.127926051502128
"5383" "13" "WALKING_DOWNSTAIRS" "timeBodyaccjerkmagStd" -0.0433959844
"5384" "13" "WALKING_DOWNSTAIRS" "timeBodygyromagMean" -0.102114480531915
"5385" "13" "WALKING_DOWNSTAIRS" "timeBodygyromagStd" -0.236762631468085
"5386" "13" "WALKING_DOWNSTAIRS" "timeBodygyrojerkmagMean" -0.323552439276596
"5387" "13" "WALKING_DOWNSTAIRS" "timeBodygyrojerkmagStd" -0.27649151037234
"5388" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeanx" -0.0726602663212766
"5389" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeany" -0.0364535247659574
"5390" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccMeanz" -0.151178724793617
"5391" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdx" -0.0680436217021277
"5392" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdy" -0.0924444167085106
"5393" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccStdz" -0.233315176510213
"5394" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeanx" -0.11485155627234
"5395" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeany" -0.207812348246809
"5396" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkMeanz" -0.276138039897872
"5397" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdx" -0.114744976032191
"5398" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdy" -0.141775116319149
"5399" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccjerkStdz" -0.356579475531915
"5400" "13" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeanx" -0.319677124659574
"5401" "13" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeany" -0.133828886725532
"5402" "13" "WALKING_DOWNSTAIRS" "frequencyBodygyroMeanz" -0.212906662531915
"5403" "13" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdx" -0.452190386808511
"5404" "13" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdy" -0.24966032923617
"5405" "13" "WALKING_DOWNSTAIRS" "frequencyBodygyroStdz" -0.427008254255319
"5406" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagMean" 0.0528791880659574
"5407" "13" "WALKING_DOWNSTAIRS" "frequencyBodyaccmagStd" -0.210912766382979
"5408" "13" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagMean" -0.0282156656914894
"5409" "13" "WALKING_DOWNSTAIRS" "frequencyBodybodyaccjerkmagStd" -0.0709893839055319
"5410" "13" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagMean" -0.206121707212766
"5411" "13" "WALKING_DOWNSTAIRS" "frequencyBodybodygyromagStd" -0.400560061212766
"5412" "13" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagMean" -0.266399903210638
"5413" "13" "WALKING_DOWNSTAIRS" "frequencyBodybodygyrojerkmagStd" -0.343094861202128
"5414" "28" "WALKING_DOWNSTAIRS" "timeBodyaccMeanx" 0.293642076521739
"5415" "28" "WALKING_DOWNSTAIRS" "timeBodyaccMeany" -0.0220230465913043
"5416" "28" "WALKING_DOWNSTAIRS" "timeBodyaccMeanz" -0.10858897408913
"5417" "28" "WALKING_DOWNSTAIRS" "timeBodyaccStdx" 0.125712887943478
"5418" "28" "WALKING_DOWNSTAIRS" "timeBodyaccStdy" 0.156496646504348
"5419" "28" "WALKING_DOWNSTAIRS" "timeBodyaccStdz" -0.341031811521739
"5420" "28" "WALKING_DOWNSTAIRS" "timeGravityaccMeanx" 0.929291680434783
"5421" "28" "WALKING_DOWNSTAIRS" "timeGravityaccMeany" -0.235897105217391
"5422" "28" "WALKING_DOWNSTAIRS" "timeGravityaccMeanz" -0.121477255782609
"5423" "28" "WALKING_DOWNSTAIRS" "timeGravityaccStdx" -0.956921542391304
"5424" "28" "WALKING_DOWNSTAIRS" "timeGravityaccStdy" -0.948404212173913
"5425" "28" "WALKING_DOWNSTAIRS" "timeGravityaccStdz" -0.91705975
"5426" "28" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanx" 0.0972653457891304
"5427" "28" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeany" 0.0143450903413043
"5428" "28" "WALKING_DOWNSTAIRS" "timeBodyaccjerkMeanz" 0.00123950141304348
"5429" "28" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdx" -0.0167652227782609
"5430" "28" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdy" 0.0265530133695652
"5431" "28" "WALKING_DOWNSTAIRS" "timeBodyaccjerkStdz" -0.427053261304348
"5432" "28" "WALKING_DOWNSTAIRS" "timeBodygyroMeanx" -0.141096309502174
"5433" "28" "WALKING_DOWNSTAIRS" "timeBodygyroMeany" 0.00710564286763044
